Landkreis,Regierungsbezirk,Timestamp,Confirmed
Mühldorf am Inn,Oberbayern,2020-03-19T11:00:00+01:00,10
München,Oberbayern,2020-03-19T11:00:00+01:00,133
München Stadt,Oberbayern,2020-03-19T11:00:00+01:00,321
Neu-Ulm,Schwaben,2020-03-19T11:00:00+01:00,19
Neumarkt in der Oberpfalz,Oberpfalz,2020-03-19T11:00:00+01:00,18
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-03-19T11:00:00+01:00,4
Neustadt an der Waldnaab,Oberpfalz,2020-03-19T11:00:00+01:00,2
Nürnberg Stadt,Mittelfranken,2020-03-19T11:00:00+01:00,51
Nürnberger Land,Mittelfranken,2020-03-19T11:00:00+01:00,18
Oberallgäu,Schwaben,2020-03-19T11:00:00+01:00,40
Ostallgäu,Schwaben,2020-03-19T11:00:00+01:00,16
Passau,Niederbayern,2020-03-19T11:00:00+01:00,22
Passau Stadt,Niederbayern,2020-03-19T11:00:00+01:00,5
Pfaffenhofen an der Ilm,Oberbayern,2020-03-19T11:00:00+01:00,19
Regen,Niederbayern,2020-03-19T11:00:00+01:00,20
Regensburg,Oberpfalz,2020-03-19T11:00:00+01:00,44
Regensburg Stadt,Oberpfalz,2020-03-19T11:00:00+01:00,46
Rhön-Grabfeld,Unterfranken,2020-03-19T11:00:00+01:00,3
Rosenheim,Oberbayern,2020-03-19T11:00:00+01:00,58
Rosenheim Stadt,Oberbayern,2020-03-19T11:00:00+01:00,1
Roth,Mittelfranken,2020-03-19T11:00:00+01:00,8
Rottal-Inn,Niederbayern,2020-03-19T11:00:00+01:00,38
Schwabach Stadt,Mittelfranken,2020-03-19T11:00:00+01:00,6
Schwandorf,Oberpfalz,2020-03-19T11:00:00+01:00,18
Schweinfurt,Unterfranken,2020-03-19T11:00:00+01:00,16
Schweinfurt Stadt,Unterfranken,2020-03-19T11:00:00+01:00,2
Starnberg,Oberbayern,2020-03-19T11:00:00+01:00,62
Straubing Stadt,Niederbayern,2020-03-19T11:00:00+01:00,13
Straubing-Bogen,Niederbayern,2020-03-19T11:00:00+01:00,14
Tirschenreuth,Oberpfalz,2020-03-19T11:00:00+01:00,44
Traunstein,Oberbayern,2020-03-19T11:00:00+01:00,20
Unterallgäu,Schwaben,2020-03-19T11:00:00+01:00,18
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-03-19T11:00:00+01:00,7
Weilheim-Schongau,Oberbayern,2020-03-19T11:00:00+01:00,37
Weißenburg-Gunzenhausen,Mittelfranken,2020-03-19T11:00:00+01:00,7
Wunsiedel im Fichtelgebirge,Oberfranken,2020-03-19T11:00:00+01:00,16
Würzburg,Unterfranken,2020-03-19T11:00:00+01:00,65
Würzburg Stadt,Unterfranken,2020-03-19T11:00:00+01:00,42
