Landkreis,Regierungsbezirk,Timestamp,Confirmed
Freyung-Grafenau,Niederbayern,2020-03-24T10:00:00+01:00,19
Fürstenfeldbruck,Oberbayern,2020-03-24T10:00:00+01:00,94
Fürth,Mittelfranken,2020-03-24T10:00:00+01:00,22
Fürth Stadt,Mittelfranken,2020-03-24T10:00:00+01:00,25
Garmisch-Partenkirchen,Oberbayern,2020-03-24T10:00:00+01:00,46
Günzburg,Schwaben,2020-03-24T10:00:00+01:00,25
Haßberge,Unterfranken,2020-03-24T10:00:00+01:00,22
Hof,Oberfranken,2020-03-24T10:00:00+01:00,49
Hof Stadt,Oberfranken,2020-03-24T10:00:00+01:00,13
Ingolstadt Stadt,Oberbayern,2020-03-24T10:00:00+01:00,14
Kaufbeuren Stadt,Schwaben,2020-03-24T10:00:00+01:00,8
Kelheim,Niederbayern,2020-03-24T10:00:00+01:00,54
Kitzingen,Unterfranken,2020-03-24T10:00:00+01:00,14
Kronach,Oberfranken,2020-03-24T10:00:00+01:00,23
Kulmbach,Oberfranken,2020-03-24T10:00:00+01:00,28
Landsberg am Lech,Oberbayern,2020-03-24T10:00:00+01:00,51
Landshut,Niederbayern,2020-03-24T10:00:00+01:00,114
Landshut Stadt,Niederbayern,2020-03-24T10:00:00+01:00,38
Lichtenfels,Oberfranken,2020-03-24T10:00:00+01:00,25
Lindau (Bodensee),Schwaben,2020-03-24T10:00:00+01:00,53
Main-Spessart,Unterfranken,2020-03-24T10:00:00+01:00,19
Memmingen Stadt,Schwaben,2020-03-24T10:00:00+01:00,17
Miesbach,Oberbayern,2020-03-24T10:00:00+01:00,158
Miltenberg,Unterfranken,2020-03-24T10:00:00+01:00,50
Mühldorf am Inn,Oberbayern,2020-03-24T10:00:00+01:00,41
München,Oberbayern,2020-03-24T10:00:00+01:00,266
München Stadt,Oberbayern,2020-03-24T10:00:00+01:00,1317
Neu-Ulm,Schwaben,2020-03-24T10:00:00+01:00,66
Neuburg-Schrobenhausen,Oberbayern,2020-03-24T10:00:00+01:00,32
Neumarkt in der Oberpfalz,Oberpfalz,2020-03-24T10:00:00+01:00,35
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-03-24T10:00:00+01:00,22
Neustadt an der Waldnaab,Oberpfalz,2020-03-24T10:00:00+01:00,33
Nürnberg Stadt,Mittelfranken,2020-03-24T10:00:00+01:00,101
Nürnberger Land,Mittelfranken,2020-03-24T10:00:00+01:00,69
Oberallgäu,Schwaben,2020-03-24T10:00:00+01:00,66
Ostallgäu,Schwaben,2020-03-24T10:00:00+01:00,52
Passau,Niederbayern,2020-03-24T10:00:00+01:00,38
Passau Stadt,Niederbayern,2020-03-24T10:00:00+01:00,15
Pfaffenhofen an der Ilm,Oberbayern,2020-03-24T10:00:00+01:00,32
Regen,Niederbayern,2020-03-24T10:00:00+01:00,25
Regensburg,Oberpfalz,2020-03-24T10:00:00+01:00,87
Regensburg Stadt,Oberpfalz,2020-03-24T10:00:00+01:00,98
Rhön-Grabfeld,Unterfranken,2020-03-24T10:00:00+01:00,19
Rosenheim,Oberbayern,2020-03-24T10:00:00+01:00,228
Rosenheim Stadt,Oberbayern,2020-03-24T10:00:00+01:00,49
Roth,Mittelfranken,2020-03-24T10:00:00+01:00,25
Rottal-Inn,Niederbayern,2020-03-24T10:00:00+01:00,80
Schwabach Stadt,Mittelfranken,2020-03-24T10:00:00+01:00,9
Schwandorf,Oberpfalz,2020-03-24T10:00:00+01:00,46
Schweinfurt,Unterfranken,2020-03-24T10:00:00+01:00,42
Schweinfurt Stadt,Unterfranken,2020-03-24T10:00:00+01:00,7
Starnberg,Oberbayern,2020-03-24T10:00:00+01:00,110
Straubing Stadt,Niederbayern,2020-03-24T10:00:00+01:00,40
Straubing-Bogen,Niederbayern,2020-03-24T10:00:00+01:00,49
Tirschenreuth,Oberpfalz,2020-03-24T10:00:00+01:00,178
Traunstein,Oberbayern,2020-03-24T10:00:00+01:00,80
Unterallgäu,Schwaben,2020-03-24T10:00:00+01:00,50
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-03-24T10:00:00+01:00,22
Weilheim-Schongau,Oberbayern,2020-03-24T10:00:00+01:00,96
Weißenburg-Gunzenhausen,Mittelfranken,2020-03-24T10:00:00+01:00,28
Wunsiedel im Fichtelgebirge,Oberfranken,2020-03-24T10:00:00+01:00,67
Würzburg,Unterfranken,2020-03-24T10:00:00+01:00,152
Würzburg Stadt,Unterfranken,2020-03-24T10:00:00+01:00,104
