Landkreis,Regierungsbezirk,Timestamp,Confirmed
Memmingen Stadt,Schwaben,2020-03-22T10:00:00+01:00,15
Miesbach,Oberbayern,2020-03-22T10:00:00+01:00,108
Miltenberg,Unterfranken,2020-03-22T10:00:00+01:00,37
Mühldorf am Inn,Oberbayern,2020-03-22T10:00:00+01:00,33
München,Oberbayern,2020-03-22T10:00:00+01:00,246
München Stadt,Oberbayern,2020-03-22T10:00:00+01:00,591
Neu-Ulm,Schwaben,2020-03-22T10:00:00+01:00,57
Neuburg-Schrobenhausen,Oberbayern,2020-03-22T10:00:00+01:00,27
Neumarkt in der Oberpfalz,Oberpfalz,2020-03-22T10:00:00+01:00,18
Neustadt an der Aisch-Bad Windsheim,Mittelfranken,2020-03-22T10:00:00+01:00,10
Neustadt an der Waldnaab,Oberpfalz,2020-03-22T10:00:00+01:00,27
Nürnberg Stadt,Mittelfranken,2020-03-22T10:00:00+01:00,69
Nürnberger Land,Mittelfranken,2020-03-22T10:00:00+01:00,48
Oberallgäu,Schwaben,2020-03-22T10:00:00+01:00,61
Ostallgäu,Schwaben,2020-03-22T10:00:00+01:00,38
Passau,Niederbayern,2020-03-22T10:00:00+01:00,25
Passau Stadt,Niederbayern,2020-03-22T10:00:00+01:00,7
Pfaffenhofen an der Ilm,Oberbayern,2020-03-22T10:00:00+01:00,19
Regen,Niederbayern,2020-03-22T10:00:00+01:00,25
Regensburg,Oberpfalz,2020-03-22T10:00:00+01:00,76
Regensburg Stadt,Oberpfalz,2020-03-22T10:00:00+01:00,82
Rhön-Grabfeld,Unterfranken,2020-03-22T10:00:00+01:00,13
Rosenheim,Oberbayern,2020-03-22T10:00:00+01:00,196
Rosenheim Stadt,Oberbayern,2020-03-22T10:00:00+01:00,8
Roth,Mittelfranken,2020-03-22T10:00:00+01:00,14
Rottal-Inn,Niederbayern,2020-03-22T10:00:00+01:00,67
Schwabach Stadt,Mittelfranken,2020-03-22T10:00:00+01:00,8
Schwandorf,Oberpfalz,2020-03-22T10:00:00+01:00,24
Schweinfurt,Unterfranken,2020-03-22T10:00:00+01:00,34
Schweinfurt Stadt,Unterfranken,2020-03-22T10:00:00+01:00,4
Starnberg,Oberbayern,2020-03-22T10:00:00+01:00,97
Straubing Stadt,Niederbayern,2020-03-22T10:00:00+01:00,30
Straubing-Bogen,Niederbayern,2020-03-22T10:00:00+01:00,29
Tirschenreuth,Oberpfalz,2020-03-22T10:00:00+01:00,148
Traunstein,Oberbayern,2020-03-22T10:00:00+01:00,55
Unterallgäu,Schwaben,2020-03-22T10:00:00+01:00,39
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-03-22T10:00:00+01:00,20
Weilheim-Schongau,Oberbayern,2020-03-22T10:00:00+01:00,79
Weißenburg-Gunzenhausen,Mittelfranken,2020-03-22T10:00:00+01:00,20
Wunsiedel im Fichtelgebirge,Oberfranken,2020-03-22T10:00:00+01:00,47
Würzburg,Unterfranken,2020-03-22T10:00:00+01:00,130
Würzburg Stadt,Unterfranken,2020-03-22T10:00:00+01:00,83
