Landkreis,Regierungsbezirk,Timestamp,Confirmed
Roth,Mittelfranken,2020-03-17T12:00:00+01:00,5
Rottal-Inn,Niederbayern,2020-03-17T12:00:00+01:00,14
Schwabach Stadt,Mittelfranken,2020-03-17T12:00:00+01:00,5
Schwandorf,Oberpfalz,2020-03-17T12:00:00+01:00,12
Schweinfurt,Unterfranken,2020-03-17T12:00:00+01:00,5
Starnberg,Oberbayern,2020-03-17T12:00:00+01:00,48
Straubing Stadt,Niederbayern,2020-03-17T12:00:00+01:00,6
Straubing-Bogen,Niederbayern,2020-03-17T12:00:00+01:00,3
Tirschenreuth,Oberpfalz,2020-03-17T12:00:00+01:00,27
Traunstein,Oberbayern,2020-03-17T12:00:00+01:00,15
Unterallgäu,Schwaben,2020-03-17T12:00:00+01:00,18
Weiden in der Oberpfalz Stadt,Oberpfalz,2020-03-17T12:00:00+01:00,7
Weilheim-Schongau,Oberbayern,2020-03-17T12:00:00+01:00,17
Weißenburg-Gunzenhausen,Mittelfranken,2020-03-17T12:00:00+01:00,2
Wunsiedel im Fichtelgebirge,Oberfranken,2020-03-17T12:00:00+01:00,3
Würzburg,Unterfranken,2020-03-17T12:00:00+01:00,47
Würzburg Stadt,Unterfranken,2020-03-17T12:00:00+01:00,40
